rainfall_mm,slope_degree,soil_moisture,ground_movement,temperature,risk_label
162.7,45.75,37.42,8.51,20.63,MODERATE
77.69,32.41,26.37,5.6,21.82,LOW
262.3,41.02,78.61,11.48,18.63,HIGH
44.02,28.92,22.41,4.94,32.28,LOW
108.24,16.86,38.93,5.56,24.24,LOW
209.38,32.79,57.61,12.18,14.86,MODERATE
90.88,23.64,12.46,3.99,27.86,LOW
60.73,23.28,22.14,4.35,21.94,LOW
53.12,27.17,26.07,6.11,31.16,LOW
52.96,22.45,12.49,4.63,23.95,LOW
149.02,27.41,38.35,6.13,19.82,MODERATE
135.92,41.93,42.18,7.9,20.75,MODERATE
144.88,30.8,44.22,13.46,21.59,MODERATE
133.25,43.74,47.47,8.59,26.94,MODERATE
157.38,37.85,47.41,10.31,19.29,MODERATE
87.06,33.06,37.01,7.22,31.46,MODERATE
11.21,30.61,11.87,4.87,26.21,LOW
226.09,33.7,66.43,9.21,25.35,MODERATE
178.97,43.13,66.14,11.83,24.44,MODERATE
27.92,36.28,23.45,8.69,23.88,LOW
20.52,16.92,17.63,3.56,16.38,LOW
108.25,52.46,31.27,7.9,25.76,MODERATE
49.46,44.81,26.58,6.83,35.55,LOW
93.1,24.97,33.74,7.56,28.15,LOW
84.82,35.87,38.16,7.5,26.63,LOW
96.3,31.7,21.61,5.11,14.79,LOW
223.63,30.05,62.69,8.64,30.52,MODERATE
80.51,24.31,36.07,6.4,28.82,LOW
246.22,50.96,70.2,13.58,31.0,HIGH
276.25,32.28,73.12,10.62,18.58,MODERATE
103.25,27.82,34.94,5.87,21.6,MODERATE
146.18,40.85,38.37,7.41,15.09,MODERATE
126.1,6.91,45.77,5.15,14.58,LOW
49.37,30.89,29.26,5.55,20.54,LOW
18.64,36.0,10.0,6.51,26.81,LOW
122.67,37.8,48.11,8.4,21.5,MODERATE
247.39,35.2,64.19,9.28,19.99,MODERATE
139.67,27.21,42.72,7.21,26.04,LOW
118.16,43.36,55.83,10.65,5.0,MODERATE
161.38,35.1,63.32,9.84,20.75,MODERATE
107.33,29.55,27.04,7.55,26.03,LOW
144.63,19.06,36.59,6.32,21.58,MODERATE
198.07,22.88,50.17,8.63,31.8,MODERATE
258.47,53.05,84.55,13.86,20.03,HIGH
72.55,37.25,26.1,6.14,20.45,LOW
17.25,19.38,10.0,2.82,18.08,LOW
85.14,42.58,43.59,11.25,19.45,MODERATE
161.05,33.54,55.18,12.14,25.66,MODERATE
83.74,17.92,51.43,7.85,28.85,MODERATE
51.82,38.37,31.14,8.26,36.93,LOW
125.05,14.66,42.26,5.32,27.46,LOW
49.87,22.81,27.99,5.69,16.93,LOW
300.0,29.03,77.38,16.38,31.45,HIGH
12.39,14.73,28.17,6.63,26.92,LOW
78.51,5.26,43.14,4.52,24.17,LOW
234.25,37.05,53.87,8.55,30.4,MODERATE
274.18,55.24,82.86,13.14,38.0,HIGH
149.07,37.66,39.23,7.68,22.87,MODERATE
116.61,35.66,59.96,9.06,19.0,MODERATE
62.93,39.01,40.98,8.66,31.96,LOW
241.29,23.32,58.98,7.07,38.0,MODERATE
128.69,25.76,45.22,8.36,24.87,MODERATE
123.57,41.1,50.13,10.14,24.19,MODERATE
73.3,32.18,26.14,7.97,25.03,LOW
62.98,47.65,17.93,8.96,26.7,LOW
176.67,23.57,54.68,7.98,15.55,MODERATE
180.09,24.08,53.34,8.95,25.84,LOW
192.95,63.97,50.13,11.42,25.64,HIGH
115.4,51.7,50.28,13.73,25.3,MODERATE
171.08,27.89,42.33,6.49,25.0,MODERATE
43.96,26.76,23.81,8.29,24.58,LOW
142.73,35.19,47.85,7.8,11.39,MODERATE
75.49,27.84,34.08,5.67,19.67,LOW
152.01,33.27,57.49,8.79,29.14,MODERATE
125.06,48.22,40.59,9.5,30.54,MODERATE
81.0,35.65,11.99,4.92,21.46,LOW
173.51,50.52,50.08,10.28,18.26,MODERATE
183.19,47.5,61.11,12.11,28.3,MODERATE
296.23,46.05,79.02,11.37,25.64,HIGH
247.38,50.12,68.33,11.78,23.27,HIGH
269.56,44.34,78.51,11.34,29.17,HIGH
161.23,40.18,55.73,9.61,16.93,MODERATE
94.18,21.87,21.43,5.55,30.97,LOW
68.9,43.15,30.01,7.36,14.99,MODERATE
65.21,27.7,27.78,12.79,19.05,LOW
160.03,21.03,50.81,7.41,17.75,MODERATE
58.26,24.33,12.06,6.01,20.51,LOW
66.61,21.06,40.24,7.26,25.84,LOW
130.6,7.78,43.79,7.15,28.07,LOW
228.37,39.75,68.64,9.75,23.51,MODERATE
282.34,32.66,91.24,10.94,16.33,HIGH
152.84,12.89,52.1,6.46,12.0,MODERATE
188.2,33.41,44.09,9.74,29.08,MODERATE
150.56,25.63,47.43,6.69,28.34,MODERATE
139.52,39.01,51.09,13.3,30.43,MODERATE
111.61,29.94,40.01,6.4,23.21,MODERATE
151.89,32.11,62.07,8.47,28.01,MODERATE
286.34,26.14,71.15,8.58,20.16,MODERATE
87.12,39.4,44.13,8.79,26.88,MODERATE
154.5,29.88,55.7,11.19,21.12,MODERATE
203.58,50.35,60.5,10.32,19.11,MODERATE
39.01,24.26,26.23,5.73,25.39,LOW
174.42,28.52,45.55,6.79,25.08,MODERATE
115.33,29.05,37.92,7.43,29.47,MODERATE
32.52,22.25,26.77,4.56,16.29,LOW
269.82,52.64,73.17,12.13,29.56,HIGH
154.02,49.76,49.37,10.52,24.78,MODERATE
132.58,26.85,52.11,8.15,30.41,MODERATE
150.45,19.96,32.84,4.85,30.35,LOW
87.08,22.53,37.11,5.49,9.4,LOW
236.73,42.29,81.29,12.4,30.29,HIGH
126.89,41.7,39.9,9.84,30.56,MODERATE
39.73,27.62,13.79,7.45,16.45,LOW
160.58,24.37,47.21,8.73,14.63,MODERATE
68.55,17.66,17.95,8.67,28.65,LOW
252.31,51.17,72.31,11.69,24.68,HIGH
275.64,36.62,75.05,10.27,20.15,HIGH
24.54,29.15,22.95,4.79,32.63,LOW
78.41,40.26,31.2,7.42,25.82,MODERATE
47.23,13.68,26.96,5.1,11.48,LOW
100.34,21.9,40.68,7.98,17.89,LOW
83.27,20.09,23.74,4.38,30.25,LOW
168.91,21.16,54.93,7.59,24.21,MODERATE
122.42,21.59,53.52,8.07,19.68,MODERATE
119.54,38.46,33.61,7.74,26.71,MODERATE
147.87,32.77,50.0,7.76,20.35,MODERATE
139.42,34.6,56.03,10.33,16.52,MODERATE
247.2,39.47,60.14,9.04,30.1,MODERATE
146.4,49.95,53.59,12.81,31.01,MODERATE
140.22,55.78,44.07,13.68,26.89,MODERATE
204.64,50.79,68.11,11.21,14.79,MODERATE
123.69,25.6,35.62,6.12,35.1,MODERATE
69.85,43.78,30.29,8.84,34.9,MODERATE
67.07,51.12,17.61,7.43,31.64,LOW
157.92,30.29,53.24,7.33,25.82,MODERATE
121.1,24.54,45.23,9.86,24.55,MODERATE
119.18,14.42,45.55,5.93,26.62,LOW
118.46,43.78,44.99,8.32,17.15,MODERATE
106.2,26.75,37.63,6.9,20.73,MODERATE
175.68,28.73,41.83,6.59,20.48,MODERATE
40.42,25.63,31.83,5.45,27.64,LOW
71.38,19.07,30.4,5.52,25.48,LOW
231.66,28.11,69.11,9.08,18.25,HIGH
69.53,27.85,28.81,6.37,14.44,LOW
249.29,33.81,85.51,18.85,26.13,HIGH
100.15,31.36,32.49,8.67,17.62,LOW
104.36,28.7,33.11,5.53,16.47,MODERATE
79.52,21.64,20.0,3.84,36.58,LOW
162.69,15.8,51.7,7.13,37.86,LOW
220.21,5.79,78.31,8.32,21.31,MODERATE
56.41,20.38,28.41,7.47,13.06,LOW
46.66,15.07,27.08,5.16,31.27,LOW
155.01,14.2,56.89,6.36,26.02,MODERATE
17.37,28.55,20.12,5.41,28.62,LOW
219.69,55.16,72.93,13.83,20.19,HIGH
87.44,23.01,45.02,9.75,17.77,LOW
100.3,16.61,32.32,4.65,22.56,LOW
199.11,49.68,47.36,9.92,25.05,MODERATE
243.38,41.26,74.06,10.31,19.61,MODERATE
25.52,23.51,23.2,5.24,31.78,LOW
90.22,21.43,26.48,4.4,13.58,LOW
242.13,45.64,62.84,13.86,26.46,MODERATE
70.33,34.26,25.02,6.95,24.76,LOW
112.82,6.04,41.0,6.77,31.31,LOW
118.44,31.74,49.04,16.66,18.24,MODERATE
120.45,14.96,49.93,5.79,28.23,MODERATE
130.23,30.75,49.98,8.85,26.86,MODERATE
145.08,30.03,44.58,9.84,25.46,MODERATE
224.09,38.68,82.06,11.72,18.68,MODERATE
107.13,32.62,38.83,7.9,19.36,LOW
296.67,24.44,77.16,9.4,22.22,HIGH
21.83,42.14,10.0,6.7,20.98,LOW
171.68,45.56,49.99,9.31,31.56,MODERATE
143.94,28.33,50.18,7.82,24.81,LOW
54.99,46.47,14.41,5.96,28.77,LOW
158.2,55.04,42.17,8.89,15.29,MODERATE
58.55,25.42,24.14,4.56,12.95,LOW
78.92,54.75,26.16,7.89,22.93,LOW
20.52,31.08,12.65,5.03,16.33,LOW
237.24,30.21,76.19,9.15,24.24,MODERATE
98.77,36.21,23.52,5.76,18.94,LOW
85.09,32.21,35.12,8.31,25.84,MODERATE
149.44,35.94,52.03,9.91,19.3,MODERATE
239.81,41.59,63.89,11.61,27.37,HIGH
133.92,26.3,42.65,9.86,18.71,MODERATE
288.25,25.86,78.09,9.02,12.81,HIGH
165.13,30.93,56.4,7.87,29.12,MODERATE
300.0,39.11,93.25,11.98,19.39,HIGH
206.12,33.98,50.07,11.1,32.24,MODERATE
171.9,38.06,45.49,9.69,20.15,MODERATE
41.21,36.55,17.14,5.61,19.06,LOW
87.84,9.01,34.22,3.78,22.3,LOW
213.68,45.6,58.81,10.7,20.64,MODERATE
218.29,46.49,68.35,10.56,24.76,MODERATE
260.42,42.47,67.04,10.75,26.42,MODERATE
165.38,39.78,44.28,11.79,27.33,MODERATE
124.72,43.27,36.33,8.51,23.49,MODERATE
256.75,37.03,72.41,13.36,15.0,HIGH
172.76,37.71,60.72,9.38,34.34,MODERATE
84.67,13.51,33.27,5.52,21.78,LOW
216.6,38.0,58.19,11.82,21.47,MODERATE
139.32,27.85,37.4,7.11,23.47,LOW
75.23,28.85,43.24,7.78,22.43,MODERATE
134.93,7.92,30.6,5.13,13.51,LOW
201.9,44.42,57.93,12.28,27.45,MODERATE
211.43,53.7,67.43,10.9,19.08,MODERATE
125.02,44.92,40.91,8.38,22.06,MODERATE
110.13,29.88,34.7,6.52,34.56,LOW
97.83,42.29,40.81,11.1,29.67,LOW
53.4,32.4,18.0,9.37,33.67,LOW
115.21,32.92,26.42,5.6,19.94,LOW
142.56,25.87,49.19,6.71,28.38,MODERATE
278.72,60.52,68.36,15.62,26.42,HIGH
73.63,34.54,32.25,6.56,23.67,LOW
206.39,35.98,59.42,8.77,19.5,MODERATE
181.09,36.34,56.93,8.24,30.51,MODERATE
140.44,38.69,44.08,7.88,20.92,MODERATE
223.96,65.0,68.68,13.77,24.82,HIGH
70.97,23.07,24.99,5.14,29.48,LOW
294.91,43.19,86.13,12.3,18.14,HIGH
189.25,36.4,46.89,11.13,17.47,MODERATE
118.42,46.55,50.43,8.87,38.0,MODERATE
192.21,52.79,73.7,11.29,18.84,HIGH
127.36,35.98,43.88,9.97,33.7,MODERATE
84.64,25.41,46.17,8.47,23.68,LOW
12.49,29.73,32.38,6.02,21.44,LOW
224.3,16.94,61.78,7.22,22.04,MODERATE
120.94,30.08,41.99,6.92,23.63,MODERATE
80.09,43.3,26.11,7.98,32.03,LOW
96.68,28.19,30.27,5.34,28.54,MODERATE
